media_group_id,country,project,media_article_0,media_article_1,media_article_2,media_article_3,media_article_4,media_article_5,media_article_6,media_article_7,media_article_8,media_article_9,media_article_10,media_article_11,media_article_12,media_article_13,media_article_14,media_article_15,media_article_16,media_article_17,media_article_18,media_article_19,media_article_20,media_article_21,media_article_22,media_article_23,media_article_24,media_article_25,media_article_26,media_article_27,media_article_28,media_article_29,media_article_30,media_label_0,media_label_1,media_label_2,media_label_3,media_label_4,media_label_5,media_label_6,media_label_7,media_label_8,media_label_9,media_label_10,media_label_11,media_label_12,media_label_13,media_label_14,media_label_15,media_label_16,media_label_17,media_label_18,media_label_19,media_label_20,media_label_21,media_label_22,media_label_23,media_label_24
LDA_c3_g15,3,media,Robert Novak,Film director,Allen & Company,Howard Hughes,Dan Harris (journalist),Rush Limbaugh,Busted!,Jayne Mansfield-Sophia Loren photo,Jessica McClure,Rupert Murdoch,J. Walter Thompson,La Academia,Leveson Inquiry,Cynthia McFadden,Natalie Morales (journalist),Rachel Maddow,Max Clifford,Time (magazine),Mortimer Zuckerman,Scenic design,Charlie Rose,Monte Lipman,Cal Thomas,Caitlin Moran,Yellow journalism,Gonzo journalism,Michael Moore,Quiz,Seymour Hersh,The Factory,Ben Sherwood,survivors,years,career,film,producer,new york city,births by decade,year,20th-century births,years,people,life,new_york,john,work,,abc news,gold ,award,,,cnn,worked,the new york times,series
LDA_c2_g4,2,media,Media literacy,Polandball,Controversy,Multimedia,United States news media and the Vietnam War,Article marketing,New World Information and Communication Order,Mac n' Cheetos,Narrowcasting,Marketing,Media (communication),Cohen v. California,Copywriting,Mainstream,Celebrity,Media culture,New Journalism,Second screen,Data journalism,Audience measurement,Public relations,Non-denial denial,Classified advertising,Advertising campaign,Culture of fear,Racial bias in criminal news in the United States,Media bias,Infotainment,Echo chamber (media),Parasocial interaction,Gimmick,behavior,,,use,,people,information,mass media,,,marketing,social media,social sciences,social,society,references,,social_media,communication,medium,communication studies,studies,advertising,research,communication
kmeans_plain_c6_g19,6,media,CBS News Sunday Morning,Propaganda,Mistakes were made,The Jerusalem Post,Life (magazine),The Village Voice,Obfuscation,Culture jamming,Whistleblower,The Japan Times,Pulitzer Prize for Criticism,George Orwell bibliography,Dan Harris (journalist),Ars Technica,Christopher Hitchens,Tamarind,Ynetnews,The New York Times,Media Research Center,Non-denial denial,Media of the United States,Tom Wheeler,Charlie Rose,Vice News,Pat Robertson,The Japan Times,Bomis,View of the World from 9th Avenue,Michael Moore,The New Yorker,Disconnection,life,media in the united states,msnbc,states,production,propaganda,american journalists,war,american,abc news,pulitzer prize,new york times,isbn,claim,the new york times,times,,cbs,births by decade,politics of the united states,reporting,find,post,president,years
kmeans_augmented_c2_g6,2,media,Nielsen Corporation,Toronto Star,Shaw Communications,Prometheus Global Media,Shari Redstone,Program and System Information Protocol,MSNBC,Thomson Corporation,Thomson Reuters,Corus Entertainment,Cox Media Group,Communications in the United States,Bill Weir,CNN,Rupert Murdoch,Media of Canada,Xfinity Streampix,StarMaker Interactive,Revolt (TV network),Media conglomerate,Charissa Thompson,Cision,FX (TV channel),Business Wire,Numeris,Diapers,Univision Communications,PR Newswire,Sling TV,Hubbard Broadcasting,Tribune Media,owned,stations,,media companies by year of establishment,television in the united states,network,canada,marketing,establishments in the united states by year,corporation,company,software,platform,canada,media companies of the united states,new york city,access,united states,,broadcasting,offer,cable television,television broadcasting companies of the united states,programming,nbc
kmeans_augmented_c6_g6,6,media,Sky News,Al-Arab News Channel,Satellite television,ABS-CBN News Channel,RTL Group,Algemeen Dagblad,Interfax,ERTU,Virgin Media,Hellenic Broadcasting Corporation,Lists of newspapers,BBC News (TV channel),Media of Turkey,ABS-CBN,Al Jazeera,Bell Pottinger,Corriere della Sera,Die Welt,Lagardère Group,Bleach,Deutsche Welle,Gazprom-Media,Alexander Lebedev,Censorship in Saudi Arabia,Press Holdings,GMA Network (company),State media,Telewizja Polska,John Singleton (Australian entrepreneur),Gazette,BBC Sport,establishments by year and country,united kingdom,bbc,media in europe by country,radio station,establishments in europe by year,london,media,media by country,establishments by country and year,government,broadcast,bbc,group,service,reference,radio,tv,reporters without borders,regional,serve,edition,community,news,newspaper
kmeans_augmented_c2_g18,2,media,Charissa Thompson,MSNBC,David Sarnoff,FXX,Univision Deportes Network,Mario Impemba,Time Inc.,ESPN Inc.,DuMont Television Network,Bell Media,Cox Media Group,Allen & Company,21st Century Fox,Bloomberg L.P.,John Kluge,"Kenneth Thomson, 2nd Baron Thomson of Fleet",Quiz,Criticism of The Walt Disney Company,E. W. Scripps Company,ABC News,The Walt Disney Company,FX (TV channel),Canadian Broadcasting Corporation,Gio Benitez,Broadcast network,Discovery Channel,Dow Jones & Company,"David Thomson, 3rd Baron Thomson of Fleet",Toronto Star,CNN en Español,Religious broadcasting,establishments in the united states by year,company,cable television,television broadcasting companies of the united states,programming,,software,owned,united states,media companies by year of establishment,canada,stations,television in the united states,nbc,new york city,access,marketing,broadcasting,canada,,network,media companies of the united states,corporation,offer,platform
LDA_c6_g44,6,media,India TV,Geo TV,Mazhavil Manorama,History of Fox News,Canadian Broadcasting Corporation,Singapore Press Holdings,Tribune Publishing,Fox News,News Corp (2013–present),India Today (TV channel),Tamarind,InfoWars,Hubbard Broadcasting,Martha Stewart Living Omnimedia,Media of Canada,Radia tapes controversy,Censorship in Saudi Arabia,Logo of NBC,USA Today,Virgin TV,E!,NBC chimes,Comcast,Splinter News,Fairfax Media,Al Jazeera,Country code top-level domain,HuffPost,Call sign,Zee Bangla,Shari Redstone,,television networks by country,india,united states,media companies by year of establishment,company,network,media companies by country,channel,tv,launched,broadcast,television by year,pay television,youtube,cable television,,,,programming,,,news,service,television by country
LDA_c3_g23,3,media,Henry Luce,Jessica Feshbach,Dan Abrams,Monte Lipman,Yellow journalism,Production designer,Lists of celebrities,Sports Illustrated,John Kluge,University of the Arts London,Bernie Ward,Vulcan Inc.,Michael Bloomberg,Smoke signal,Fresh Air,Pulitzer Prize for Public Service,Lynn Smith,More Demi Moore,Rough Trade Records,BDSM in culture and media,ProPublica,Four-leaf clover,Embedded journalism,Muhammad al-Durrah incident,Rush Limbaugh,Pulitzer Prize for Breaking News Photography,Foreign Affairs,"David Thomson, 3rd Baron Thomson of Fleet",Groucho Club,Christopher Hitchens,Bill Weir,john,20th-century births,work,producer,year,series,career,life,abc news,cnn,film,years,the new york times,new york city,,new_york,years,survivors,births by decade,people,award,,worked,,gold 
kmeans_plain_c4_g0,4,media,Alliance for Open Media,Chroma subsampling,Canon Inc.,DTS (sound system),DVD,MPEG-H,Electronic news-gathering,Kodi (software),Google Videos,High dynamic range,High Efficiency Video Coding,RCA,Digital signage,GNU Health,OpenELEC,Holography,Camera,Comparison of MIDI editors and sequencers,Surround sound,Spread spectrum,Color television,Ultra-high-definition television,NTSC,Second screen,Magnetic tape,Digital Audio Tape,CD-ROM,Sound,Digital audio,8-track tape,Vanilla,develop,tape,sony,video,introduce,digital media,uses,moving picture experts group,video,developed,media technology,software,,standard,sensor,standards,information and communications technology,high efficiency video coding,optical disc,dvd,formats,systems,audio,single,electronics
LDA_c3_g13,3,media,Rod Allen,Satellite,RYOT,Matt Shepard (sportscaster),Army Times,"Wizard People, Dear Reader",BBC Sport,VDARE,Conrad Black,Pulitzer Prize for Criticism,Muckraker,Dannielynn Birkhead paternity case,Fresh Air,Film festival,Primetime Emmy Award for Outstanding Animated Program,Emma Freud,Foreign Affairs,Travel documentary,Christopher Hitchens,Leo Burnett,Katie Nolan,BDSM in culture and media,Neal Boortz,Rough Trade Records,Common Dreams,Mario Impemba,Captain Future,Suicide of Jacintha Saldanha,Donny Deutsch,Fox Searchlight Pictures,Roy Greenslade,series,year,producer,worked,career,,work,new york city,life,,births by decade,gold ,years,abc news,people,the new york times,survivors,cnn,film,award,20th-century births,new_york,john,,years
LDA_c3_g21,3,media,Freedom of Speech (painting),The Washington Post,Scenic design,Pulitzer Prize for Feature Photography,Brent Redstone,Roy Greenslade,Virgin EMI Records,Pulitzer Prize for Investigative Reporting,The Entertainment Capital of the World,Matt Drudge,Executive producer,Cause célèbre,BBC Sport,Film producer,Rupert Murdoch,John Stossel,Vision (Marvel Comics),Intelligence Squared,Vanilla,Elm Guest House claims and controversy,Media Research Center,Seymour Hersh,My Dad Wrote a Porno,Natalie Morales (journalist),Fleischer Studios,National Science and Media Museum,"Nevertheless, she persisted",Fuck (film),John Singleton (Australian entrepreneur),From The Doctor to my son Thomas,Frank Reynolds,abc news,people,award,,john,cnn,year,worked,new_york,series,the new york times,new york city,career,film,producer,life,,,births by decade,years,20th-century births,gold ,years,survivors,work
kmeans_plain_c3_g20,3,media,Demographic profile,Social media,Vanilla,Advertising to children,Jean Baudrillard,Lifestreaming,Niche blogging,Prosumer,Print design,Multimedia,Children's Online Privacy Protection Act,Media buying,Media planning,Content creation,Exploitation of women in mass media,Mass media,Slogan,Panel discussion,Crisis communication,Smoke signal,Mass communication,Exhibition,New media,Propaganda techniques,Data journalism,Magazine,Journalism ethics and standards,Narcotizing dysfunction,Information Age,Conversation,Social peer-to-peer processes,advertising,media,marketing,,come,,communication studies,,interview,character,communication,go,society,social sciences,mass media,humanities,studies,,different,form,,communication,information,social media,style
LDA_c2_g29,2,media,Disconnection,Communication design,Whistleblower,Health communication,Advertising,Content (media),Personality rights,Mainstream,Fucking Machines,Marketing,Advertising slogan,Subliminal stimuli,Hustler Magazine v. Falwell,Ideogram,Pandit,Prosumer,Media event,Communication studies,Whataboutism,Scandal,Content analysis,Narrowcasting,Conflict-of-interest editing on Wikipedia,Media activism,Media studies,History of propaganda,24-hour news cycle,Satellite,Controversy,New World Information and Communication Order,Censorship,research,communication,social_media,references,advertising,,,social,behavior,information,mass media,,studies,communication,,social sciences,society,marketing,use,,communication studies,social media,medium,,people
LDA_c6_g14,6,media,Nielsen Holdings,EMI Music Publishing,Sahara India Pariwar,Sony Six,Thrillist,Logo of NBC,Telewizja Polska,MLB Advanced Media,Pakistan Remote Sensing Satellite,Vidme,Web television,ABS-CBN News Channel,Televisa,Aspire (TV network),Hindustan (newspaper),Dubai Media City,CNBC,Country code top-level domain,Firing of Shirley Sherrod,Al Jazeera Media Network,D B Corp Ltd.,Bumper (broadcasting),National Herald corruption case,VidCon,Virgin Media,Leaf Group,Sun TV Network,NDTV,RCA,Lmao,SUN Group,cable television,pay television,channel,service,launched,,television networks by country,television by year,programming,television by country,,,india,network,company,media companies by country,youtube,,,broadcast,news,media companies by year of establishment,united states,,tv
LDA_c3_g25,3,media,Cynthia McFadden,Directors Guild of America,George Orwell bibliography,Wilhelm scream,Matt Shepard (sportscaster),The Village Voice,Fresh Air,Bob Woodruff,Film director,Matt Drudge,Film producer,ProPublica,Embedded journalism,Criticism of The Walt Disney Company,Media portrayal of lesbianism,Brent Redstone,Lists of celebrities,From The Doctor to my son Thomas,Henry Luce,Baby Powder,Vulcan Inc.,Demi's Birthday Suit,Street performance,Donny Deutsch,Bouygues,Leo Burnett,Dannielynn Birkhead paternity case,Executive producer,BBC Sport,BDSM in culture and media,Edward S. Rogers Jr.,john,worked,year,series,life,new york city,film,years,,gold ,new_york,career,cnn,the new york times,survivors,producer,work,people,births by decade,,abc news,,award,years,20th-century births
LDA_c6_g5,6,media,WION (TV channel),Iraq War documents leak,FX (TV channel),Rediffusion,NOS (Portuguese media company),NDTV India,Ofcom,Meredith Corporation,Free Speech TV,CBS Corporation,Nielsen Corporation,Otter Media,National Herald corruption case,Web television,Bumper (broadcasting),Univision Communications,Real News Update,TEN Cricket,StarPlus,Ynetnews,Niconico,Sling TV,Canwest,Cheddar (TV channel),Ted Turner,Paid news in India,Religious broadcasting,News ticker,C-SPAN,Network18 Group,Tamarind,,television by year,media companies by country,india,,television by country,,pay television,,,cable television,united states,youtube,company,,tv,network,news,media companies by year of establishment,launched,service,broadcast,channel,television networks by country,programming
kmeans_augmented_c1_g10,1,media,Public relations,Cross-promotion,Narrowcasting,Social media mining,Influence of mass media,Media buying,Social media analytics,Digital content,Political communication,New World Information and Communication Order,Target audience,Overchoice,Demographic profile,Multichannel marketing,Publication,Media planning,Communication,Copywriting,Priming (media),Photography,Print design,Sponsor (commercial),Media consumption,Health communication,Social media,Non-linear media,Europeana,New media,Communication ethics,Technical writing,Quiz,,behavior,form,communication,style,different,,mass media,advertising,interview,communication studies,social sciences,,information,go,come,social media,marketing,,communication,society,character,,media,studies
kmeans_augmented_c2_g9,2,media,Christian Broadcasting Network,Xfinity Streampix,Criticism of The Walt Disney Company,Media proprietor,PR Newswire,MSNBC,Lmao,Vulcan Inc.,Corus Entertainment,Hubbard Broadcasting,CBS,Sling TV,Postmedia Network,ABC News,IAC (company),Cision,Logo of NBC,CBS Corporation,Brent Redstone,Rupert Murdoch,Tribune Media,Roone Arledge,Comcast,Crain Communications,Communications in the United States,Cynthia McFadden,Vivendi,Taft Broadcasting,Business Wire,E. W. Scripps Company,Nielsen Corporation,platform,marketing,united states,access,new york city,software,television broadcasting companies of the united states,cable television,stations,programming,corporation,broadcasting,nbc,media companies of the united states,,,canada,canada,owned,television in the united states,media companies by year of establishment,offer,network,establishments in the united states by year,company
kmeans_augmented_c5_g16,5,media,Tyler Brûlé,Media portrayal of LGBT people,Vessel (website),Film festival,Vanilla,Film producer,Production assistant,Executive producer,Jean Grey in other media,Vevo,Like button,Cinematography,Popular music,Focus puller,Film director,Camera operator,Home video,Mixtape,Creative director,The Entertainment Capital of the World,From The Doctor to my son Thomas,Personality rights,Jayne Mansfield-Sophia Loren photo,Film,Defy Media,Blues,Kirsty Gallacher,Script supervisor,Monte Lipman,Dannielynn Birkhead paternity case,Caitlin Moran,films,released,music,film theory,artists,broadcasting,april,features,entertainment,fox,film,screenplay,abc,production,programme,filmmaking,,character,jazz,,arts,youtube,entertainment occupations,years,film
LDA_c4_g4,4,media,Print design,Cinematography,Video camera,History of printing,Film scanner,Thomson Corporation,Sony α7S II,Best boy,Photography,Film,Key grip,Production assistant,Assistant director,Lighting technician,Dolly grip,Nikon,Light,Dolly grip,Glossary of motion picture terms,Canon Inc.,Vanilla,Terminal 5 (venue),Thomson Corporation,Digital photography,Still camera,Camera,360-degree video,Script supervisor,Pentax,Gaffer (filmmaking),Mamiya,film crew,,lenses,,light,lens,,dt,canada-related lists,screenplay,categories by city in canada,film,image,lists of media by city in canada,lists of canadian media,television,cameras,filmmaking,use,camera,ctv,cbc,required,lists by city in canada,canada
kmeans_augmented_c5_g10,5,media,Commercial art,Napster,Cinematography,Travel documentary,University of the Arts London,Cinematographer,YouTube Rewind,Human voice,Zine,Media portrayal of LGBT people,Four-leaf clover,The Entertainment Capital of the World,Monte Lipman,Rock and roll,Sampling (music),Leo Burnett,Personality rights,Cross-genre,Silence,Organization for Transformative Works,Max Clifford,Blues,Jazz,Howard Hughes,Film producer,Lists of singers,Video art,Film director,Mashup (video),Location manager,Celebrity culture,april,screenplay,artists,film,years,features,,film theory,music,arts,film,jazz,broadcasting,abc,filmmaking,character,released,films,youtube,production,entertainment occupations,programme,fox,entertainment,
kmeans_plain_c6_g15,6,media,History of Fox News,Adbusters,Mediaite,Mainstream media,ProPublica,Mistake,Jessica Feshbach,Common Dreams,Tom Wheeler,Dan Abrams,Dumbing down,The Guardian,Cult of personality,Bloody Saturday (photograph),John Stossel,LGBT in Islam,The Times of Israel,Air America (radio network),Jessica McClure,Conflict-of-interest editing on Wikipedia,Pulitzer Prize for Feature Photography,Army Times,Mistakes were made,Life (magazine),Roone Arledge,Godey's Lady's Book,Michael Moore,Body worn video,White propaganda,The Independent,Terry Moran,post,births by decade,the new york times,media in the united states,pulitzer prize,american journalists,war,years,,msnbc,states,find,life,politics of the united states,american,claim,times,propaganda,reporting,abc news,cbs,new york times,production,president,isbn
kmeans_plain_c2_g10,2,media,Film,Movie star,Nelvana,GLAAD,Dannielynn Birkhead paternity case,Chris Crocker,Panavision,Captain Future,Magneto in other media,Video on demand,Cinematographer,Gimmick,Lists of celebrities,Production coordinator,All Songs Considered,Blues,"Wizard People, Dear Reader",Lists of singers,Silence,Terminal 5 (venue),Camera operator,Virgin EMI Records,David Lean,Mac n' Cheetos,Production assistant,Dolly grip,Thomas Edison,Scandal,Napster,Production designer,Primetime Emmy Award for Outstanding Animated Program,entertainment,film,april,character,arts,features,released,filmmaking,screenplay,abc,,programme,artists,filmmaking,broadcasting,fox,production,youtube,films,film theory,years,,music,film,jazz
kmeans_augmented_c3_g6,3,media,Light,XAVC,Color television,Copy protection,Television,Diapers,Telesync,DVD,Comparison of MIDI editors and sequencers,Camera,Avid Technology,Digital signal,Digital Signature Algorithm,Digital video recorder,Film scanner,TiVo,Submarine communications cable,PlayStation,Rainbow Books,17 (app),Digital Audio Tape,GNU Health,Sound,RCA,NTSC,Canon Inc.,Composite video,Kodi (software),High Efficiency Video Coding,Niconico,Hybrid Log-Gamma,standards,dvd,tape,uses,media technology,moving picture experts group,video,electronics,formats,developed,,standard,software,systems,audio,different,film and video technology,high efficiency video coding,sensor,information and communications technology,video,develop,sony,single,
kmeans_plain_c3_g4,3,media,Audience,Advertising slogan,Panel discussion,Copywriting,Print design,Concept testing,Digital content,Media (communication),Multichannel marketing,User-generated content,Propaganda techniques,Ideogram,News,Visual communication,Radio advertisement,Slogan,Niche blogging,Publication,Public relations,Communication,World news,Social peer-to-peer processes,Print design,Media activism,Information overload,Lifestreaming,Press release,Typewriter,Infotainment,Advertising media selection,Mac n' Cheetos,communication studies,information,character,style,media,communication,social sciences,,,studies,mass media,,social media,marketing,,form,,interview,communication,humanities,go,come,advertising,different,society
kmeans_plain_c3_g19,3,media,Social media and political communication in the United States,Cost per mille,Social media mining,Article marketing,News,Journalism,Europeana,Target audience,Political communication,New World Information and Communication Order,Subliminal stimuli,Page layout,Social media analytics,Media consumption,Communications management,Photography,Performance-based advertising,Publication,Media relations,Marshall McLuhan,Advertising campaign,Corporate media,Radio advertisement,Diapers,Internet,Press release,Communication design,International communication,Classified advertising,Media psychology,Graphic communication,marketing,character,style,come,different,,communication,social media,go,,,,social sciences,society,mass media,form,media,studies,interview,,communication,advertising,humanities,communication studies,information
kmeans_plain_c6_g16,6,media,Media portrayal of the Ukrainian crisis,Culture of fear,Gavin McInnes,Pulitzer Prize for Breaking News Photography,Instapundit,The Jerusalem Post,The Daily Telegraph,Trial balloon,The Washington Post,Walter Lippmann,Factoid,Ms. (magazine),National Post,Lying press,Controversy,LGBT rights in Pakistan,Gonzo journalism,Balloon boy hoax,Matt Drudge,Black propaganda,Rachel Maddow,Anonymous (group),Fresh Air,Tamarind,Inquisitr,Michael Bloomberg,Censorship in China,The Jewish Chronicle,The Real News,Beck v. Eiland-Hall,Time (magazine),new york times,reporting,claim,abc news,post,,propaganda,american journalists,war,isbn,years,find,pulitzer prize,times,president,msnbc,politics of the united states,states,the new york times,cbs,media in the united states,production,births by decade,american,life
kmeans_augmented_c0_g15,0,media,The Daily Telegraph,National Post,Martin Bashir,The Jewish Chronicle,Pulitzer Prize for Investigative Reporting,Non-apology apology,Sarah Koenig,Media bias,Mainstream media,Al Franken,Charlie Rose,Edward R. Murrow,Vice News,Echo chamber (media),Women in journalism,USA Today,Jean Baudrillard,The Jerusalem Post,Satanic panic (South Africa),The Times of Israel,Barack Obama on social media,George Orwell,Michael Bloomberg,Tom Wheeler,Disconnection,John Stossel,Lmao,Media portrayal of the Ukrainian crisis,Trial balloon,Reuters,Bob Woodruff,claim,politics of the united states,reporting,cnn,pulitzer prize,the new york times,,,life,new york times,american,man,american journalists,find,years,times,american journalism,journalism,propaganda,states,war,post,describe,isbn,media in the united states
LDA_c2_g27,2,media,Spin (propaganda),"Fear, uncertainty, and doubt",Media portrayal of LGBT people,Target audience,Body worn video,Culture of fear,Public relations,PolitiFact,Internet,Media literacy,Political campaign,Culture industry,Information explosion,Data journalism,USC Annenberg School for Communication and Journalism,Niche blogging,Celebrity culture,Social media and suicide,Performance-based advertising,Information Age,Mistake,It's OK to be white,Facebook like button,Tokenism,Bernie Bro,Misinformation,Information design,Out-of-home advertising,Media bias in the United States,Subliminal stimuli,International communication,,,people,social media,social_media,studies,,social,medium,references,mass media,,social sciences,communication,communication,communication studies,,advertising,society,research,information,,behavior,marketing,use
kmeans_augmented_c3_g5,3,media,DVD recordable,Alliance for Open Media,Tamarind,MiniDVD,Timecode,Topsite (warez),Kodi (software),XAVC,Nikon,PAL,Hybrid Log-Gamma,Submarine communications cable,Composite video,MiniDVD,Chroma subsampling,OpenELEC,Pentax,Module file,Digital distribution,Nikon,Topsite (warez),Video CD,Second screen,Sony α7S II,OpenELEC,Ultra-high-definition television,Blu-ray Disc recordable,Digital Signature Algorithm,Surround sound,Video,Video on demand,different,systems,tape,video,single,software,media technology,sony,sensor,,standard,electronics,formats,,audio,developed,film and video technology,develop,dvd,uses,video,information and communications technology,standards,moving picture experts group,high efficiency video coding
kmeans_plain_c2_g1,2,media,Popular music,Mac n' Cheetos,Tyler Brûlé,Mashup (video),Production assistant,Panavision,Lead vocalist,Future plc,David Lean,BDSM in culture and media,"Wizard People, Dear Reader",Human voice,Vision (Marvel Comics),YouTube,Willie Gillis,Sampling (music),Defy Media,La Academia,Celebrity culture,Publicity stunt,Emma Freud,Howard Hughes,Demi's Birthday Suit,Film director,GLAAD,EMI,Blues,Vessel (website),History of music,Gimmick,Web series,features,april,music,fox,artists,released,programme,arts,,character,jazz,years,youtube,film,filmmaking,abc,screenplay,film theory,films,film,filmmaking,production,broadcasting,,entertainment
kmeans_plain_c5_g9,5,media,Televisa,Bill Weir,Turner Broadcasting System,E. W. Scripps Company,Canadian Broadcasting Corporation,David Sarnoff,Julie Chen,The Walt Disney Company,Vulcan Inc.,John Kluge,Liberty Media,Lynn Smith,Sling TV,Program and System Information Protocol,Nielsen Corporation,"Kenneth Thomson, 2nd Baron Thomson of Fleet",ABC News,Mac n' Cheetos,Logo of NBC,Tribune Media,Low-power broadcasting,StarMaker Interactive,Corus Entertainment,"David Thomson, 3rd Baron Thomson of Fleet",FXX,Charissa Thompson,Naming rights,CBS Corporation,Fox Business Network,IAC (company),Prometheus Global Media,united states,marketing,software,nbc,broadcasting,canada,access,,stations,network,programming,cable television,company,,cable,new york city,media companies by year of establishment,owned,establishments in the united states by year,offer,television broadcasting companies of the united states,television in the united states,media companies of the united states,platform,canada
LDA_c3_g17,3,media,Mistakes were made,Time Inc.,Gio Benitez,Directors Guild of America,Virgin EMI Records,Screen International,Groucho Club,Brent Redstone,Lynn Smith,Pulitzer Prize for Feature Photography,Embedded journalism,Matt Drudge,Julie Chen,View of the World from 9th Avenue,George Eaton (journalist),Fuck (film),Pat Robertson,Four-leaf clover,My Dad Wrote a Porno,Willie Gillis,Mahaka Media,Edward S. Rogers Jr.,Vulcan Inc.,Toronto International Film Festival,Weekly World News,Balloon boy hoax,Intelligence Squared,The Washington Post,Smoke signal,Cindy Sheehan,Media Research Center,cnn,award,producer,work,abc news,career,life,film,years,,,people,john,new_york,20th-century births,new york city,survivors,year,births by decade,,worked,series,gold ,years,the new york times
kmeans_plain_c0_g5,0,media,Dainik Jagran,India Today (TV channel),ABP News,Punjab Kesari,All India Radio,News Nation,TEN Cricket,Pakistan Electronic Media Regulatory Authority,Hindustan (newspaper),The Times of India,Mac n' Cheetos,Mazhavil Manorama,HT Media,Pandit,CNBC Awaaz,Eros Now,NDTV,News Nation,The Hindu,Zee Business,Star Jalsha,Sahara India Pariwar,Pakistan Remote Sensing Satellite,Navbharat Times,NDTV,Bartaman,Gujarat Samachar,D B Corp Ltd.,Zee Business,Sony Aath,Navbharat Times,news media of india,media in india by medium,english,media in india,references,hindi,editorial,channels,washington post,pakistan,media in india by city,india,national,media companies of india,,indian,hindi,launched,political,delhi,,mumbai,law,india,
kmeans_plain_c4_g4,4,media,Mamiya,Digital audio,DVD recordable,Acoustics,Smart TV,Surround sound,Digital signal,Digital photography,NTSC,Canon Inc.,Satellite,Pentax,RCA,High Efficiency Video Coding,Standard (warez),Copy protection,PAL,Magnetic tape,Chrominance,Digital radio,XAVC,Electronic news-gathering,Hybrid Log-Gamma,Holography,Film scanner,17 (app),Kodi (software),Ambarella Inc.,Mini CD,Mistake,Rainbow Books,high efficiency video coding,moving picture experts group,digital media,uses,introduce,media technology,systems,tape,develop,formats,software,standards,developed,single,sensor,video,optical disc,dvd,audio,information and communications technology,standard,sony,,electronics,video
LDA_c3_g7,3,media,Elijah Daniel,"Wizard People, Dear Reader",Conrad Black,Criticism of The Walt Disney Company,Andy Warhol,Executive producer,Balloon boy hoax,Leo Burnett,Busted!,Bouygues,Scenic design,"Roy Thomson, 1st Baron Thomson of Fleet",Henry Luce,Max Clifford,Kirsty Gallacher,Embedded journalism,Casefile True Crime Podcast,Foreign Affairs,The Village Voice,Quiz,Nat Hentoff,Pat Robertson,ProPublica,Fuck (film),The Washington Post,Rush Limbaugh,Amy Goodman,Christopher Hitchens,Michael Bloomberg,Ingmar Bergman,Ben Sherwood,people,year,new york city,new_york,births by decade,years,series,award,,john,life,film,survivors,cnn,years,abc news,the new york times,work,20th-century births,,worked,producer,,career,gold 
kmeans_plain_c1_g14,1,media,TalkTalk TV,Algemeen Dagblad,BBC News (TV channel),ABS-CBN,CNN International,Fairfax Media,Bauer Media Group,Gazprom-Media,Country code top-level domain,Al Jazeera English,All-Russia State Television and Radio Broadcasting Company,Al-Arab News Channel,ERTU,Grupo Globo,Public inquiry,Alexander Lebedev,Reuters Group,Mac n' Cheetos,Bouygues,Rediffusion,Television in Russia,Rupert Murdoch,Anadolu Agency,TNT (Russian TV channel),Telewizja Polska,Middle-market newspaper,Corriere della Sera,Voice of Russia,Le Monde,GMA Network (company),"Tony Hall, Baron Hall of Birkenhead",radio station,bbc,reference,establishments by year and country,bbc,united kingdom,newspaper,russian,group,service,reporters without borders,regional,establishments in europe by year,media in europe by country,broadcast,news,government,community,edition,media,serve,london,,media by country,establishments by country and year
kmeans_plain_c2_g19,2,media,Mixtape,Executive producer,More Demi Moore,Directors Guild of America,Web television,Demi's Birthday Suit,Travel documentary,Panavision,VidCon,Personality rights,Creative director,Baby Powder,Fangoria,Gimmick,Popular music,Reggae,Suspension of disbelief,Andy Warhol,Vimeo,Uproxx,Lead vocalist,Max Clifford,Napster,Dannielynn Birkhead paternity case,BDSM in culture and media,Mashup (video),Home video,David Lean,Magneto in other media,Bumper (broadcasting),La Academia,youtube,arts,entertainment,production,abc,april,jazz,films,music,released,features,film,programme,,filmmaking,,screenplay,broadcasting,film,filmmaking,fox,years,film theory,artists,character
LDA_c0_g3,0,media,Toronto Star,Daily Mirror,The Daily Telegraph,Zine,De Telegraaf,Mac n' Cheetos,Die Welt,Jet (magazine),Incipit,NRC Handelsblad,Chinese Wikipedia,Grub Street,Magazine,Tabloid journalism,Haymarket Media Group,Magneto in other media,The New Yorker,National Geographic,La Repubblica,The Post and Courier,Fangoria,Hindustan Times,The Independent,Middle-market newspaper,LGBT rights in the State of Palestine,Crain Communications,The Jerusalem Post,El País,The Times Group,Newspaper,Jiaxing Media,circulation,news,publish,,newspapers by country,,establishments by year,newspaper,,newspapers,,broadsheet,publication,editor,published,publisher,newspaper stubs,,paper,publications by decade of establishment,,newspapers,weekly newspaper,magazine,newspaper of record
