technology_group_id,country,project,technology_article_0,technology_article_1,technology_article_2,technology_article_3,technology_article_4,technology_article_5,technology_article_6,technology_article_7,technology_article_8,technology_article_9,technology_article_10,technology_article_11,technology_article_12,technology_article_13,technology_article_14,technology_article_15,technology_article_16,technology_article_17,technology_article_18,technology_article_19,technology_article_20,technology_article_21,technology_article_22,technology_article_23,technology_article_24,technology_article_25,technology_article_26,technology_article_27,technology_article_28,technology_article_29,technology_article_30,technology_label_0,technology_label_1,technology_label_2,technology_label_3,technology_label_4,technology_label_5,technology_label_6,technology_label_7,technology_label_8,technology_label_9,technology_label_10,technology_label_11,technology_label_12,technology_label_13,technology_label_14,technology_label_15,technology_label_16,technology_label_17,technology_label_18,technology_label_19,technology_label_20,technology_label_21,technology_label_22,technology_label_23,technology_label_24
kmeans_augmented_c3_g0,3,technology,Mechanical engineering,Necklace,Environmental engineering,Communication,Medical device,Slow movement (culture),Medical laboratory,Analysis paralysis,Technological unemployment,Luddite,Technology,New product development,Prototype,Environmental science,Distributed ledger,Chemical engineering,System administrator,Knowledge representation and reasoning,Control system,Technical writing,Laboratory information management system,E-procurement,Industrial robot,Forensic science,Automation,Health,Mass communication,Technical support,Research,Emerging technologies,Programmer,number,technological change,society,information,computer,technology,like,university,,innovation,app,academic disciplines,sell,science,introduce,,human,research,technological,information technology,main topic classifications,engineering,technology,management,institute
LDA_c1_g25,1,technology,Gorilla Glass,Candle,Heat engine,O-ring,Elastomer,Fibre-reinforced plastic,Geotechnical engineering,Metallurgy,Carbon fiber reinforced polymer,Creosote,Biosensor,10 nanometer,Paperboard,Solar cell,Hot-melt adhesive,Crystallography,Materials science,Water treatment,Oriented strand board,Glass production,Sailor Moon,Vickers hardness test,"Heating, ventilation, and air conditioning",Lead–acid battery,Whale oil,Environmental engineering,Paper,Nonwoven fabric,Thermoplastic,Shape-memory alloy,Solar water heating,produce,chemistry,,,manufacturing,material,surface,materials,water,,glass,artificial materials,process,temperature,,polymer,,industrial processes,paper,materials,,,plastic,metal,
kmeans_plain_c6_g8,6,technology,Graphics,Risk assessment,Educational technology,Scientific method,Clarke's three laws,Manufacturing,Quality management,3D printing,Computer network,Science and technology in the Philippines,Engineering design process,Information management,Limbo,Architectural engineering,Kaizen,New product development,Electronic engineering,Kardashev scale,Aerospace engineering,Knowledge representation and reasoning,Multimedia,Health,System administrator,Distributed ledger,Control system,Information and communication technologies for development,Disruptive innovation,Elon Musk,TED (conference),Forensic science,E-procurement,main topic classifications,institute,university,subfields by academic discipline,,,management,academic disciplines,computer,introduce,information technology,engineering,technological,like,information,technological change,innovation,technology,technology,number,,research,sell,app,human
kmeans_plain_c4_g9,4,technology,Textile industry,Braces,Printing,Loader (equipment),Tram,Artificial turf,Technical drawing tool,Microwave oven,Pencil,Screen printing,Backhoe,Papermaking,Wallpaper,Iron Age,Castile soap,Offset printing,Skeleton key,Canal,Hot air balloon,Eadweard Muybridge,Bridge,Mining,Washing machine,Induction cooking,Paperboard,Beacon,Crane (machine),Blueprint,Pascal's calculator,Toilet-related injuries and deaths,Pulp (paper),,produced,communication,england,equipment,inventions by country,wood,tools,history,inventor,printing,term,focus,,paper,manufactured goods,industrial revolution,machine,establish,idea,invented,century,,references,hardlines (retail)
LDA_c6_g1,6,technology,Bronze Age,Wallpaper,Mass production,Hydraulic press,History of technology,Pascal's calculator,Assembly line,Bridge,Machine tool,Technical drawing tool,Ruler,Crossbow,Agricultural engineering,Second Industrial Revolution,Muslim world,Ship breaking,Luddite,Typewriter,Benjamin Franklin,History of printing,Lenticular printing,Nut (hardware),Mining,Bed,Papermaking,Amundsen–Scott South Pole Station,Camping,Arcology,Oil lamp,History of the firearm,Sailor Moon,machine,steel,kent,construction,hardlines (retail),mill,large,history,,iron,england,construction,century,early,work,history of technology,,tools,equipment,tool,industrial revolution,machines,works,references,design
LDA_c4_g0,4,technology,Propeller,Battery electric vehicle,Differential (mechanical device),VTEC,Stirling engine,Machine,Hydrogen vehicle,Oxygen sensor,Piston,Turbocharger,Gas cylinder,Gas turbine,Radiator (engine cooling),Turbofan,Pneumatics,Centrifugal pump,Watt steam engine,Steam engine,Scania AB,Powertrain,V12 engine,Steam turbine,Transport,Serum,Washing machine,Anti-lock braking system,Flywheel energy storage,Block and tackle,Direct-shift gearbox,Chassis,Manual transmission,vehicle parts,design,crankshaft,cylinder ,pressure,,rotating machines,motors,power,system,cars,car,engines,automobile,internal combustion engine,vehicle technology,,speed,engines,vehicle,cylinder,,engine,machines,valve
kmeans_augmented_c1_g4,1,technology,Insecticide,Lubricant,Petroleum industry,Absorption refrigerator,Cavitation,Fiberglass,Load cell,Ventricular assist device,Waste-to-energy,Hot-melt adhesive,Drilling rig,Thermoplastic,Fuel cell,Necklace,Concentrated solar power,Compressive strength,Hot-melt adhesive,Flow measurement,Engineering fit,Cylinder stress,Syngas,Expansion joint,Hydraulic head,Sump pump,Fastener,Electric heating,Tensile testing,Coolant,Freeze-drying,Water turbine,Centrifugal pump,temperature,plastic,processes,industrial processes,metal,battery,water,electricity,building materials,process,manufacturing,material,valve,flow,output,,chemistry,building engineering,polymer,fire,,materials,tube,pressure,high
kmeans_plain_c6_g13,6,technology,Automation,Transhumanism,Old Town Road,Risk management,Emerging technologies,Distributed ledger,Machine,TED (conference),Necessity is the mother of invention,Cyber-physical system,Computer network,Biological engineering,Standardization,Surveillance,Nootropic,Microchip implant (human),Human factors and ergonomics,Software development process,Educational technology,Industrial design,Electrical engineering,Science and technology in India,Safety,Image,Proof of concept,Subject-matter expert,Programmer,Industry,Medical device,Slow movement (culture),Smart grid,main topic classifications,academic disciplines,information technology,sell,,university,introduce,human,,information,computer,subfields by academic discipline,technology,engineering,institute,management,number,,technological change,technology,app,technological,research,innovation,like
kmeans_augmented_c3_g23,3,technology,Luddite,Load testing,Safety,Document management system,Aerospace,Electrical engineering,Medical laboratory,Educational technology,Clarke's three laws,Information and communications technology,Theory of constraints,Computer programming,Technology acceptance model,Institute of Electrical and Electronics Engineers,Service-level agreement,Quantum computing,Petroleum engineering,Proof of concept,Laboratory,Research,Productivity,Product lifecycle,Software development process,Fault tree analysis,Analytics,Societal collapse,Media (communication),New product development,Sailor Moon,Surveillance,Nanotechnology,society,,introduce,technology,information,academic disciplines,innovation,,information technology,number,management,research,university,sell,like,engineering,institute,computer,technology,technological,main topic classifications,science,app,human,technological change
LDA_c0_g37,0,technology,Computer network,Information Age,Just-in-time manufacturing,Huawei EMUI,Laptop,Dell EMC,Sailor Moon,Supercomputer,Contactless payment,TomTom,Intuit,Vevo,Software engineer,M-Pesa,History of video games,Java servlet,Snap Inc.,Juul,Essential Phone,MacOS Sierra,Yahoo! Japan,Chief technology officer,Hewlett Packard Enterprise,HP Inc.,PlayStation,Ringtone,Broadridge Financial Solutions,Mass communication,IBM,Semiconductor industry,Disruptive innovation,smartphone,research,technology by year,,services,apple inc.,,,companies by industry and year of establishment,mobile phones,university,united states,,service,system,,,company,technology,computers,computer-related introductions by year,wi-fi,business,android ,new
LDA_c6_g11,6,technology,Sewing machine,Elevator,Three-age system,Catapult,Numerical control,Daguerreotype,Rolling (metalworking),Paper size,Industry,Toilet,Factory,Neolithic Revolution,Ship breaking,Barbed wire,World's fair,Conveyor belt,Machine tool,Love lock,Wootz steel,Bridge,Fountain pen,Torch,Technology,Fastener,CN Tower,American Revolutionary War,Artificial turf,Prosthesis,Technical drawing tool,Porcelain,Smelting,large,work,machine,early,steel,history,construction,construction,tools,history of technology,,mill,iron,equipment,machines,references,industrial revolution,design,kent,tool,century,,works,hardlines (retail),england
kmeans_plain_c4_g11,4,technology,Stent,Toilet,Cinematography,Laundry,World's fair,Scalpel,Windmill,Construction,Toilet-related injuries and deaths,Prosthesis,Cinematography,Composting toilet,Home appliance,Edison screw,Incandescent light bulb,Stenotype,Slot machine,Prosthesis,Crossbow,Breathalyzer,Photocopier,Machine tool,Tool,Torx,Paper size,Glow stick,Refrigerator,Binoculars,Wrought iron,Limbo,Orthotics,england,inventions by country,,century,,inventor,equipment,history,invented,produced,communication,industrial revolution,focus,manufactured goods,hardlines (retail),wood,establish,paper,machine,references,printing,idea,,term,tools
kmeans_augmented_c0_g11,0,technology,Chassis,Petrol engine,Clutch,Start-stop system,Carnot heat engine,Tire-pressure monitoring system,Mass flow sensor,Leaf spring,Vehicle,Ackermann steering geometry,Internal combustion engine,Tachometer,Aircraft engine,Audi S and RS models,Shock absorber,Direct-shift gearbox,Oxygen sensor,Manual transmission,Automotive industry,VR6 engine,Reciprocating engine,Ford Model T,Fuel cell vehicle,On-board diagnostics,Serum,Stirling engine,Radial engine,Carburetor,VTEC,Diesel engine,Turbocharger,automotive technologies,internal combustion engine,cars,cylinder,volkswagen group,engine,value,vehicle technology,vehicle,engines,automotive industry,vehicle parts,approach,car,speed,motors,element,case,crankshaft,vehicles,,automobile,function,engines,cylinder 
LDA_c5_g13,5,technology,Chaff (countermeasure),Generation IV reactor,Norden bombsight,Autocannon,Flow cytometry,Boiling water reactor,Braces,Ammunition,Accelerometer,Magnetic resonance imaging,Generation IV reactor,Tomography,Little Boy,Image sensor format,Breakwater (structure),Bazooka,Stereoscopy,Aerial refueling,Machine pistol,Trinity (nuclear test),Thermobaric weapon,Image sensor,Technology during World War I,Lidar,Pitot tube,Flow measurement,Kardashev scale,Mars Orbiter Mission,Image,Flamethrower,Little Boy,force,radar,sensor,target,submarine,united,measurement,,military technology,world war ii,war,,measuring instruments,range,flight,weapon,,system,image,effect,aircraft,design,laser,optics,weapons
kmeans_augmented_c2_g3,2,technology,Nuclear electromagnetic pulse,Steam turbine,Pykrete,Ammunition,Nuclear reactor,Soviet atomic bomb project,Nuclear weapons testing,Sailor Moon,Powered exoskeleton,Aerial refueling,Muzzle brake,Avionics,Pump-jet,Torpedo,Unmanned aerial vehicle,Autocannon,Concertina wire,Depth charge,Turbofan,Bazooka,Technology during World War II,Chaff (countermeasure),Analog computer,Land mine,Maxim gun,Mary Babnik Brown,Propeller,Altimeter,Electronic warfare,Military,Breakwater (structure),radar,british,aircraft,aircraft,fiber,,navy,,weapons,war,flight,aerospace engineering,remove,weapon,particle,part,submarine,air,dry,force,,military technology,military science,world war ii,ship
LDA_c6_g12,6,technology,Artificial turf,Timeline of historic inventions,Ruler,Agricultural engineering,Invention,Technological and industrial history of the United States,Spinning jenny,Timeline of United States inventions (before 1890),Bridge,Camera obscura,Three-age system,Machining,Drill,Catapult,Mortise and tenon,Toilet-related injuries and deaths,World's fair,History of books,Necklace,Structural engineering,Wrought iron,Concertina wire,Smelting,Windmill,Skeleton key,Mass production,Bronze Age,Concertina wire,Mining,Textile industry,Trebuchet,,history,construction,large,machine,references,early,works,tools,century,construction,machines,iron,,steel,design,history of technology,hardlines (retail),kent,england,mill,tool,work,equipment,industrial revolution
LDA_c4_g17,4,technology,Tram,Turbofan,Wheel and axle,Engine,Vehicle,Water turbine,Crankshaft,Pressure regulator,Exhaust gas recirculation,Washing machine,Chassis,Machine,Petrol engine,Centrifugal fan,Piston,Oxygen sensor,Automotive battery,Flat engine,Two-stroke engine,Steering,Recumbent bicycle,Francis turbine,Hybrid electric vehicle,Lever,Diesel engine,Necklace,Gas turbine,V12 engine,Simple machine,Wankel engine,VR6 engine,,power,internal combustion engine,crankshaft,vehicle,engines,rotating machines,design,pressure,car,machines,speed,,automobile,engines,cylinder ,system,engine,vehicle parts,vehicle technology,motors,cylinder,cars,valve,
kmeans_augmented_c6_g10,6,technology,Invention,Second Industrial Revolution,Wallpaper,Bronze Age,Paperboard,Crossbow,Shelf life,Lawn mower,AC power plugs and sockets,Timeline of historic inventions,Hot air balloon,Offset printing,Escalator,Gadget,Dental braces,American Revolutionary War,Traffic light,Breathalyzer,Smelting,Stopwatch,Air fryer,Elevator,Bunsen burner,Sewing machine,Gas mask,Wheel,Drill,Timeline of United States inventions (before 1890),CN Tower,Vise,Torx,produced,history,equipment,wood,,industrial revolution,paper,hardlines (retail),machine,establish,inventions by country,,invented,focus,communication,references,,printing,cast iron,idea,tools,century,manufactured goods,england,term
LDA_c4_g14,4,technology,Radiator (engine cooling),Charging station,Power steering,Aircraft engine,Tractor,Watt steam engine,Volkswagen air-cooled engine,Shock absorber,Pump-jet,Gas turbine,Governor (device),Bearing (mechanical),Sailor Moon,Motor vehicle,V12 engine,Vacuum cleaner,Oxygen sensor,Torque converter,Wankel engine,Radial engine,Lawn mower,Propeller,Ball bearing,Hydrogen vehicle,Machine,Dual-clutch transmission,Tire-pressure monitoring system,Block and tackle,Engine,Hybrid electric vehicle,Engineering fit,pressure,vehicle,automobile,engines,,engine,valve,car,,,rotating machines,vehicle parts,motors,cars,speed,vehicle technology,system,power,design,machines,engines,crankshaft,cylinder,internal combustion engine,cylinder 
LDA_c3_g19,3,technology,Transcranial magnetic stimulation,Calibration,Environmental science,Nootropic,Software engineering,Chemical engineering,Self-contained breathing apparatus,Software testing,Pulse oximetry,Requirement,Ventricular assist device,Dangerous goods,Computer vision,Communication,Laboratory,Software design,Industrial engineering,Project,Personal protective equipment,Diffusion of innovations,Swift (programming language),Application programming interface,Reverse engineering,Kaizen,Laboratory information management system,Automation,Biomedical engineering,Computing,Human factors and ergonomics,Specification (technical standard),,,engineering,,information technology,management by type,systems,information,process,system,main topic classifications,model,product,requirements,subfields by academic discipline,academic disciplines,example,,examples,analysis,design,systems science,technology,,management,references
kmeans_plain_c6_g28,6,technology,Engineering design process,Software development process,Pharmacology,Arcology,Document management system,Computer simulation,Laboratory information management system,Applied science,Hype cycle,Clarke's three laws,Information,Computer,Hyperloop,Kardashev scale,Biomedical engineering,The Lion King,Project,Muslim world,Architectural engineering,Computer engineering,Technical writing,Load testing,3D printing,Just-in-time manufacturing,Industrial engineering,Control system,Engineering,Mechanical engineering,Proof of concept,Business analytics,Biomechanics,sell,institute,computer,information,subfields by academic discipline,human,engineering,technological,information technology,app,introduce,technological change,management,,technology,research,university,,main topic classifications,number,innovation,,like,technology,academic disciplines
LDA_c6_g3,6,technology,Wrought iron,Canal,Limelight,Stenotype,Agricultural machinery,Loader (equipment),Tool,Paper size,Plotter,Samuel Morse,Sailor Moon,Love lock,Flint,Robert Fulton,Crane (machine),Combine harvester,CN Tower,Knot,Petronas Towers,Three-age system,Skeleton key,Toilet-related injuries and deaths,San Francisco,Sewing machine,Projector,Camera obscura,Invention,Industrial Revolution,Stone tool,Wootz steel,Trebuchet,equipment,work,tool,tools,iron,,large,design,century,history,england,history of technology,works,,machines,early,construction,hardlines (retail),references,steel,construction,kent,machine,industrial revolution,mill
LDA_c5_g6,5,technology,Digital image processing,Atomic clock,Ammunition,Sextant,Close-in weapon system,Scanning electron microscope,Depth charge,Hyperspectral imaging,Serum,Magnetic resonance imaging,Aerospace,Helicopter,Quantum computing,Beacon,Joint Direct Attack Munition,Night vision,Nuclear electromagnetic pulse,Booby trap,Bomb,Coordinate-measuring machine,Military,Image sensor,Atomic clock,Laser pointer,Airship,Microscope,Inertial navigation system,Pitot tube,Flamethrower,Naval mine,NASA,measuring instruments,force,aircraft,laser,,world war ii,,sensor,design,target,system,measurement,effect,weapons,image,united,,range,weapon,radar,flight,optics,military technology,war,submarine
LDA_c5_g16,5,technology,Roland Garros (aviator),Altimeter,Recoilless rifle,Tomography,Limpet mine,Gimbal,Pitot tube,Microscope,Gun,Boiling water reactor,Soviet atomic bomb project,Inertial navigation system,Norden bombsight,Anti-aircraft warfare,Laser pointer,Geiger counter,Operation Paperclip,Nuclear reactor,Telescope,Theodolite,Booby trap,Sailor Moon,Electric aircraft,Optical microscope,Quantum computing,Time-of-flight camera,Proximity sensor,Technology during World War I,Military,Robotics,Gyroscope,war,measurement,,range,target,flight,submarine,laser,sensor,effect,weapon,measuring instruments,military technology,,united,force,aircraft,radar,optics,world war ii,image,system,design,,weapons
LDA_c5_g4,5,technology,Directed-energy weapon,Autocannon,Flow cytometry,Generation IV reactor,Limpet mine,Altimeter,Unmanned aerial vehicle,Breakwater (structure),Technology during World War I,Norden bombsight,Aerospace engineering,Digital camera,Abdomen,Orthographic projection,Fat Man,Sonar,Binoculars,Technology during World War II,Recoilless rifle,Gyroscope,Cinematography,Image,Project Habakkuk,Avionics,Lidar,Muzzle brake,Proximity sensor,Kardashev scale,Magnetometer,Fluorescence microscope,Gimbal,force,submarine,,war,aircraft,measurement,sensor,weapons,measuring instruments,united,laser,range,military technology,image,,,radar,effect,system,weapon,target,design,flight,optics,world war ii
kmeans_augmented_c4_g5,4,technology,Vevo,Swift (programming language),World Wide Web,Active Directory,OnePlus One,X (company),Microprocessor,AngelList,Dell,Electronic Data Systems,Ethernet,BlackBerry Limited,Windows Phone,The Lion King,Telephone exchange,Samsung Galaxy Note series,Electronic paper,Google,Gorilla Glass,CA Technologies,Laptop,Digital camera,IPhone SE,Wireless LAN,Pager,Hewlett Packard Enterprise,Wired (magazine),Magnetic stripe card,VHS,Oracle Corporation,Barcode,wi-fi,technology by year,support,steam,,announced,building,product introductions by year,smartphone,motor,users,android ,google,features,software,apple inc.,computers,mobile phones,phone,computer-related introductions by year,android,unit,released,cut,company
kmeans_plain_c5_g12,5,technology,Induction heating,Fiberglass,Waterproofing,Thermal expansion valve,Centrifugal fan,Piping and plumbing fitting,Oil refinery,Distillation,Thermoplastic,Arc welding,Volatile organic compound,Thermosetting polymer,Nondestructive testing,Submersible pump,Glass production,Passivation (chemistry),Vacuum pump,Dye penetrant inspection,Biodiesel,Ultimate tensile strength,Boiling water reactor,Self-contained breathing apparatus,Reinforced concrete,Anemometer,Freeze-drying,Lead–acid battery,Abdomen,Nebulizer,Plastic bag,Francis turbine,Mineral wool,water,,,process,plastic,manufacturing,,material,temperature,metal,fire,chemistry,battery,chemical engineering,flow,electricity,tube,industrial processes,polymer,valve,processes,materials,building engineering,output,pressure
kmeans_plain_c2_g17,2,technology,Chief technology officer,Broadridge Financial Solutions,Sony,IPhone 6S,Juul,ICloud,Google,Magnetic stripe card,Microsoft Windows,Pager,Novell,Citrix Systems,M-Pesa,Smartphone,Contactless payment,Application programming interface,Haptic technology,Amlogic,Desktop computer,Rebel Heart Tour,OS X Yosemite,Kara Swisher,Yahoo! Japan,Backward compatibility,Dell EMC,QR code,MacOS,Graphing calculator,Theranos,The Lion King,Bleacher Report,motor,announced,software,apple inc.,technology by year,unit,android ,services,mobile phones,google,wi-fi,phone,steam,support,computer-related introductions by year,released,,building,android,computers,product introductions by year,users,smartphone,cut,company
kmeans_augmented_c4_g26,4,technology,M-Pesa,Electronic Data Systems,Single-page application,Sailor Moon,BlackBerry,Ben Thompson (writer),Speech recognition,Electronic paper,Telephone exchange,Lenticular printing,FreeBSD,Java servlet,Nexus 6P,Infineon Technologies,IPhone,Backward compatibility,Active Directory,Foxconn,Broadridge Financial Solutions,Pager,Unix,Mobile phone tracking,Brian Krzanich,Hewlett Packard Enterprise,Random-access memory,Mobile phone,IPod Nano,IPod,BIOS,Sony Mobile,Redmi,features,company,apple inc.,computers,announced,google,building,smartphone,android,technology by year,mobile phones,product introductions by year,cut,phone,support,steam,motor,computer-related introductions by year,software,users,,released,wi-fi,unit,android 
kmeans_plain_c0_g2,0,technology,Nuclear weapon design,Pykrete,Close-in weapon system,Machine pistol,Railgun,Flamethrower,Thermobaric weapon,Nuclear reactor,Soviet atomic bomb project,Jet engine,Nuclear electromagnetic pulse,Soviet atomic bomb project,Depth charge,Pump-jet,Propeller,The Lion King,Limpet mine,Ship breaking,Directed-energy weapon,Rebreather,Flight instruments,Concertina wire,Technology during World War II,Directed-energy weapon,Flamethrower,Concertina wire,Maxim gun,Steam turbine,Harrier Jump Jet,Aerial refueling,Coilgun,aerospace engineering,navy,,british,dry,aircraft,war,submarine,force,fiber,world war ii,,ship,part,united,military science,weapon,weapons,radar,remove,military technology,aircraft,particle,,flight
LDA_c0_g8,0,technology,Magnetic stripe card,Pager,Desktop computer,Science and technology in the Philippines,YouTube TV,IBM,Google Nexus,Transport Layer Security,Hyperledger,Altran,I Am Rich,Hewlett Packard Enterprise,YouTube TV,Infineon Technologies,IEEE 802.11ax,MQTT,Apple File System,Blockchain,Rooting (Android),IPod Nano,HTTPS,Chief technology officer,Geek,IPhone XS,Oracle Corporation,Microsoft Windows,John McAfee,IPhone X,American Revolutionary War,Sun Microsystems,OS X El Capitan,system,service,technology,,technology by year,new,computers,mobile phones,united states,smartphone,apple inc.,,company,,computer-related introductions by year,,research,university,companies by industry and year of establishment,,business,wi-fi,,android ,services
LDA_c4_g1,4,technology,Torx,Forklift,Two-stroke engine,Air–fuel ratio,Solenoid valve,Airbag,Carburetor,Gear train,Ackermann steering geometry,Traffic collision,Clutch,Wind turbine,Automatic transmission,Exhaust gas recirculation,Hydraulic pump,Centrifugal fan,Internal combustion engine,Starter (engine),Bearing (mechanical),Sailor Moon,Engine,On-board diagnostics,Bogie,Diesel engine,Ball bearing,Petrol engine,Actuator,Piping and plumbing fitting,Hybrid electric vehicle,Wankel engine,Immobiliser,motors,,engines,,engines,vehicle parts,cylinder,vehicle technology,pressure,speed,car,vehicle,automobile,engine,cars,internal combustion engine,cylinder ,,valve,design,system,machines,crankshaft,rotating machines,power
LDA_c1_g29,1,technology,Nickel–metal hydride battery,Freeze-drying,Temperature measurement,Microwave oven,Sanitary sewer,Polylactic acid,Concrete mixer,Die casting,Oil well,Wafer (electronics),Quantum dot display,Submersible pump,Reinforced concrete,Oriented strand board,Oxy-fuel welding and cutting,Polylactic acid,Electronic paper,Quantum dot display,Oil well,Absorption refrigerator,Heat pump,Laser cutting,Hot-melt adhesive,Vacuum pump,Inkjet printing,Drain-waste-vent system,OLED,Particle board,Glow stick,Cylinder stress,,glass,,,paper,,produce,,temperature,,plastic,materials,metal,polymer,artificial materials,,surface,water,chemistry,,,manufacturing,industrial processes,materials,material,process
LDA_c0_g41,0,technology,AngelList,BIOS,Haptic technology,IPhone X,E-procurement,Firmware,Electronic cigarette,7 nanometer,Foxconn,Public relations,Hyperloop,Online advertising,Dell Technologies,Backward compatibility,YouTube TV,CA Technologies,Apple File System,PlayStation Vita,Xiaomi,IPhone XS,ICloud,Rooting (Android),Unix,Wireless LAN,Vending machine,Mobile operating system,IBM System i,Huawei EMUI,Online advertising,MacOS Sierra,,apple inc.,business,services,,new,technology by year,companies by industry and year of establishment,,computers,company,,research,service,,,system,android ,university,united states,smartphone,wi-fi,computer-related introductions by year,mobile phones,technology,
kmeans_augmented_c3_g20,3,technology,System administrator,Drake equation,Technological and industrial history of the United States,Human factors and ergonomics,Forensic science,Scientific method,Risk assessment,Automation,Geek,Abdomen,Decentralization,Civil engineering,SCADA,Engineering design process,Computer vision,3D printing,Biological engineering,Technological convergence,Financial technology,École Polytechnique,Mechanical engineering,Environmental engineering,Theory of constraints,Medical device,Institute of Electrical and Electronics Engineers,Growth hacking,Fourth-generation programming language,Media (communication),Technical support,Industrial design,Cyber-physical system,research,like,university,human,technological,information,institute,,main topic classifications,technology,society,number,sell,computer,science,technology,management,information technology,,engineering,app,introduce,innovation,technological change,academic disciplines
kmeans_plain_c1_g5,1,technology,Semiconductor,5 nanometer,Stereolithography,Current source,OLED,Hall effect sensor,Radiography,Tesla coil,Solar cell efficiency,Laser cutting,Night vision,Hyperspectral imaging,Cavity magnetron,American wire gauge,Transmitter,Micrometer,Analog signal,Inductive charging,Nickel–metal hydride battery,Spectrogram,National Institute of Standards and Technology,Schematic,Solar cell,American Revolutionary War,Wavelength-division multiplexing,Solar lamp,Ferrite bead,Sodium-vapor lamp,Power electronics,Comparator,Beamforming,measurement,electricity,,image,frequency,bridge,electrical engineering,light,,electronics,boat,integrated circuit,,signal,space,later,devices,voltage,magnetic field,electron,optical,application,,mill,optics
kmeans_augmented_c6_g28,6,technology,Muslim world,Photocopier,Three-age system,Gun,Bridge,Cinematography,Neolithic Revolution,Slot machine,Compass (drawing tool),Second Industrial Revolution,Washing machine,Artificial turf,Flint,Stopwatch,Slide rule,Wheel and axle,Pulley,Smelting,Paternoster,Lawn mower,Serum,Knot,Recumbent bicycle,Pen,Bunsen burner,Chronograph,Printing,Glow stick,Paper size,Abacus,Trebuchet,,england,century,equipment,term,idea,paper,hardlines (retail),,inventions by country,tools,,printing,produced,manufactured goods,cast iron,history,industrial revolution,invented,focus,communication,wood,establish,machine,references
kmeans_plain_c0_g4,0,technology,Close-in weapon system,Electric aircraft,Breakwater (structure),NASA,Close-in weapon system,Chaff (countermeasure),Technology during World War II,Rifling,Aerial refueling,Helicopter,Bumblebee,Mary Babnik Brown,Mushroom cloud,Analog computer,Mushroom cloud,Kevlar,Breakwater (structure),Altimeter,Electronic warfare,Inertial navigation system,Heliograph,Bazooka,Analog computer,Amundsen–Scott South Pole Station,Rebreather,Fat Man,Little Boy,Technology during World War I,Unmanned aerial vehicle,Pump-jet,Generation IV reactor,british,weapon,,weapons,fiber,part,flight,navy,remove,aerospace engineering,aircraft,united,,particle,dry,aircraft,,world war ii,submarine,radar,military science,force,military technology,ship,war
LDA_c0_g32,0,technology,Global issue,Google Nexus,Open defecation,MacOS High Sierra,Unix,Programmer,DXC Technology,IBM,Open-source hardware,Sun Microsystems,FreeBSD,IPhone,Vimeo,Amlogic,Qualcomm,Microprocessor,Elon Musk,Autonomous car,Fourth Industrial Revolution,Video game,OnePlus One,Samsung Galaxy Note series,HBO Go,Hyper-threading,Financial technology,CA Technologies,Mobile phone,5 nanometer,Yahoo! Japan,Serum,IPhone XS,companies by industry and year of establishment,business,wi-fi,,system,computer-related introductions by year,university,technology by year,,service,,technology,computers,,,services,apple inc.,android ,new,,mobile phones,united states,research,smartphone,company
kmeans_plain_c0_g0,0,technology,Amundsen–Scott South Pole Station,Land mine,Helicopter,Booby trap,Sonar,Chaff (countermeasure),Norden bombsight,Avionics,Pykrete,Breakwater (structure),Analog computer,Bumblebee,Electronic warfare,Limpet mine,Kevlar,Nuclear weapons testing,Torpedo,Rifling,Gyroscope,Steam turbine,Autocannon,Joint Direct Attack Munition,Rebreather,Technology during World War I,Military,Mushroom cloud,Naval mine,Propeller,Airship,Pitot tube,Stealth technology,aircraft,force,weapon,british,military technology,fiber,,,war,radar,ship,particle,submarine,united,flight,aircraft,military science,aerospace engineering,world war ii,navy,remove,dry,weapons,part,
LDA_c1_g3,1,technology,Insecticide,Stereolithography,Gas mask,Plastic bag,Offset printing,Biotechnology,Electrode,Spot welding,Air fryer,Arc welding,Ultimate tensile strength,Stent,Rebar,Anodizing,Drain-waste-vent system,Plywood,Tensile testing,Abdomen,Elastomer,Biodiesel,Nonwoven fabric,Shell and tube heat exchanger,Sand casting,Freeze-drying,Plasticizer,Fibre-reinforced plastic,Corrugated fiberboard,Refrigerator,Particle board,Induction heating,Siphon,,,manufacturing,process,,polymer,industrial processes,materials,,,water,temperature,paper,artificial materials,plastic,glass,,,metal,material,,chemistry,produce,surface,materials
LDA_c0_g27,0,technology,Linux,Skunkworks project,Sony Crackle,Michele Romanow,Apple Watch,Graphing calculator,Graphics,OS X El Capitan,Hyperloop,Desktop computer,Barcode,Surveillance,Information technology in India,Intuit,Rebel Heart Tour,BlackBerry Limited,Smart TV,Do it yourself,Hewlett Packard Enterprise,Smart grid,Brian Krzanich,Motorola Razr,IPhone XR,System administrator,PlayStation Vita,SCADA,Dell,IBM System i,Samsung Galaxy J series,Slot machine,Old Town Road,apple inc.,,technology by year,computers,company,,new,android ,business,research,university,,computer-related introductions by year,wi-fi,technology,,service,smartphone,companies by industry and year of establishment,,system,,mobile phones,united states,services
